dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,ocsvm,0.01,0.0001,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.532873392105103,57.87038588523865,69.40325927734375,nu_0.5,
yeast,ocsvm,0.05,0.0001,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.532873392105103,57.87038588523865,69.40325927734375,nu_0.5,
yeast,ocsvm,0.1,0.0001,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.532873392105103,57.87038588523865,69.40325927734375,nu_0.5,
yeast,ocsvm,0,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.684006690979004,59.07069540023804,nu_0.1,
yeast,ocsvm,0.01,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.684006690979004,59.07069540023804,nu_0.1,
yeast,ocsvm,0.05,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.684006690979004,59.07069540023804,nu_0.1,
yeast,ocsvm,0.1,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.684006690979004,59.07069540023804,nu_0.1,
yeast,ocsvm,0,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.689395904541016,59.07608461380005,nu_0.1,
yeast,ocsvm,0.01,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.689395904541016,59.07608461380005,nu_0.1,
yeast,ocsvm,0.05,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.689395904541016,59.07608461380005,nu_0.1,
yeast,ocsvm,0.1,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.386688709259033,56.689395904541016,59.07608461380005,nu_0.1,
yeast,ocsvm,0,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.400593280792236,67.9207239151001,nu_0.5,
yeast,ocsvm,0.01,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.400593280792236,67.9207239151001,nu_0.5,
yeast,ocsvm,0.05,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.400593280792236,67.9207239151001,nu_0.5,
yeast,ocsvm,0.1,0.0001,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.400593280792236,67.9207239151001,nu_0.5,
yeast,ocsvm,0,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.53972601890564,68.0598566532135,nu_0.5,
yeast,ocsvm,0.01,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.53972601890564,68.0598566532135,nu_0.5,
yeast,ocsvm,0.05,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.53972601890564,68.0598566532135,nu_0.5,
yeast,ocsvm,0.1,0.0001,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.520130634307861,56.53972601890564,68.0598566532135,nu_0.5,
yeast,ocsvm,0,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.93964123725891,60.29741334915161,nu_0.1,
