dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
abalone,lof,0.01,0.01,False,300,50,0.4931,0.2753,0.3534,0.6003,0.4575,0.5192,0.5403,0.5963,0.5669,0.8563342094421387,99.664133310318,100.52046751976013,nu_0.1,
abalone,lof,0.05,0.01,False,300,50,0.5932,0.1667,0.2603,0.6003,0.4575,0.5192,0.5848,0.5387,0.5608,0.8563342094421387,99.664133310318,100.52046751976013,nu_0.1,
abalone,lof,0.1,0.01,False,300,50,0.6603,0.0831,0.1477,0.6003,0.4575,0.5192,0.5997,0.4959,0.5429,0.8563342094421387,99.664133310318,100.52046751976013,nu_0.1,
abalone,lof,0,0.01,False,300,10,0.4952,0.9822,0.6584,0.4981,0.9592,0.6557,0.4983,1.0000,0.6652,0.9071602821350098,106.38106274604797,107.28822302818298,nu_0.5,
abalone,lof,0.01,0.01,False,300,10,0.4850,0.9092,0.6326,0.4981,0.9592,0.6557,0.4983,0.9976,0.6646,0.9071602821350098,106.38106274604797,107.28822302818298,nu_0.5,
abalone,lof,0.05,0.01,False,300,10,0.4759,0.7463,0.5812,0.4981,0.9592,0.6557,0.4972,0.9880,0.6615,0.9071602821350098,106.38106274604797,107.28822302818298,nu_0.5,
abalone,lof,0.1,0.01,False,300,10,0.5473,0.5223,0.5345,0.4981,0.9592,0.6557,0.4991,0.9798,0.6614,0.9071602821350098,106.38106274604797,107.28822302818298,nu_0.5,
abalone,lof,0,0.01,False,300,50,0.4956,0.9572,0.6531,0.4981,0.9592,0.6557,0.4982,0.9990,0.6649,0.9071602821350098,100.45734143257141,101.36450171470642,nu_0.5,
abalone,lof,0.01,0.01,False,300,50,0.4876,0.8967,0.6317,0.4981,0.9592,0.6557,0.4986,0.9976,0.6649,0.9071602821350098,100.45734143257141,101.36450171470642,nu_0.5,
abalone,lof,0.05,0.01,False,300,50,0.4832,0.7323,0.5822,0.4981,0.9592,0.6557,0.4975,0.9870,0.6615,0.9071602821350098,100.45734143257141,101.36450171470642,nu_0.5,
abalone,lof,0.1,0.01,False,300,50,0.5717,0.5099,0.5390,0.4981,0.9592,0.6557,0.4993,0.9798,0.6615,0.9071602821350098,100.45734143257141,101.36450171470642,nu_0.5,
