dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,lof,0,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,7.08367395401001,14.473145008087158,nu_0.1,
yeast,lof,0.01,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,7.08367395401001,14.473145008087158,nu_0.1,
yeast,lof,0.05,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,7.08367395401001,14.473145008087158,nu_0.1,
yeast,lof,0.1,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,7.08367395401001,14.473145008087158,nu_0.1,
yeast,lof,0,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,5.9034106731414795,13.292881727218628,nu_0.1,
yeast,lof,0.01,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,5.9034106731414795,13.292881727218628,nu_0.1,
yeast,lof,0.05,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,5.9034106731414795,13.292881727218628,nu_0.1,
yeast,lof,0.1,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.389471054077148,5.9034106731414795,13.292881727218628,nu_0.1,
yeast,lof,0,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,6.142802715301514,13.538829565048218,nu_0.5,
yeast,lof,0.01,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,6.142802715301514,13.538829565048218,nu_0.5,
yeast,lof,0.05,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,6.142802715301514,13.538829565048218,nu_0.5,
yeast,lof,0.1,1e-06,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,6.142802715301514,13.538829565048218,nu_0.5,
yeast,lof,0,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,5.8609747886657715,13.257001638412476,nu_0.5,
yeast,lof,0.01,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,5.8609747886657715,13.257001638412476,nu_0.5,
yeast,lof,0.05,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,5.8609747886657715,13.257001638412476,nu_0.5,
yeast,lof,0.1,1e-06,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.396026849746704,5.8609747886657715,13.257001638412476,nu_0.5,
yeast,lof,0,0.0001,True,50,10,0.2605,0.3294,0.2909,0.2882,0.3609,0.3205,0.2791,0.4734,0.3511,7.096557378768921,70.78493857383728,77.8814959526062,nu_0.1,
yeast,lof,0.01,0.0001,True,50,10,0.2609,0.3294,0.2912,0.2882,0.3609,0.3205,0.2791,0.4734,0.3511,7.096557378768921,70.78493857383728,77.8814959526062,nu_0.1,
yeast,lof,0.05,0.0001,True,50,10,0.2667,0.1105,0.1562,0.2882,0.3609,0.3205,0.2783,0.3688,0.3172,7.096557378768921,70.78493857383728,77.8814959526062,nu_0.1,
yeast,lof,0.1,0.0001,True,50,10,0.4211,0.0158,0.0304,0.2882,0.3609,0.3205,0.2873,0.3609,0.3199,7.096557378768921,70.78493857383728,77.8814959526062,nu_0.1,
yeast,lof,0,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.096557378768921,57.60606336593628,64.7026207447052,nu_0.1,
yeast,lof,0.01,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.096557378768921,57.60606336593628,64.7026207447052,nu_0.1,
yeast,lof,0.05,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.096557378768921,57.60606336593628,64.7026207447052,nu_0.1,
yeast,lof,0.1,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.096557378768921,57.60606336593628,64.7026207447052,nu_0.1,
yeast,lof,0,0.0001,True,50,10,0.3377,0.9684,0.5008,0.2938,0.4398,0.3523,0.3370,0.9684,0.5000,7.121593952178955,70.52065372467041,77.64224767684937,nu_0.5,
yeast,lof,0.01,0.0001,True,50,10,0.3377,0.9684,0.5008,0.2938,0.4398,0.3523,0.3370,0.9684,0.5000,7.121593952178955,70.52065372467041,77.64224767684937,nu_0.5,
yeast,lof,0.05,0.0001,True,50,10,0.3200,0.8047,0.4579,0.2938,0.4398,0.3523,0.3203,0.8383,0.4635,7.121593952178955,70.52065372467041,77.64224767684937,nu_0.5,
yeast,lof,0.1,0.0001,True,50,10,0.2885,0.3176,0.3023,0.2938,0.4398,0.3523,0.2969,0.5404,0.3832,7.121593952178955,70.52065372467041,77.64224767684937,nu_0.5,
yeast,lof,0,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.121593952178955,57.86886763572693,64.99046158790588,nu_0.5,
yeast,lof,0.01,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.121593952178955,57.86886763572693,64.99046158790588,nu_0.5,
yeast,lof,0.05,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.121593952178955,57.86886763572693,64.99046158790588,nu_0.5,
yeast,lof,0.1,0.0001,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.121593952178955,57.86886763572693,64.99046158790588,nu_0.5,
yeast,lof,0,0.0001,True,100,10,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.221577405929565,75.54110479354858,82.76268219947815,nu_0.1,
yeast,lof,0.01,0.0001,True,100,10,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.221577405929565,75.54110479354858,82.76268219947815,nu_0.1,
yeast,lof,0.05,0.0001,True,100,10,0.2561,0.3097,0.2804,0.3401,0.4931,0.4026,0.3096,0.5661,0.4003,7.221577405929565,75.54110479354858,82.76268219947815,nu_0.1,
yeast,lof,0.1,0.0001,True,100,10,0.2936,0.1262,0.1766,0.3401,0.4931,0.4026,0.3287,0.5089,0.3994,7.221577405929565,75.54110479354858,82.76268219947815,nu_0.1,
yeast,lof,0,0.0001,True,100,50,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.221577405929565,75.15754294395447,82.37912034988403,nu_0.1,
yeast,lof,0.01,0.0001,True,100,50,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.221577405929565,75.15754294395447,82.37912034988403,nu_0.1,
yeast,lof,0.05,0.0001,True,100,50,0.2561,0.3097,0.2804,0.3401,0.4931,0.4026,0.3096,0.5661,0.4003,7.221577405929565,75.15754294395447,82.37912034988403,nu_0.1,
yeast,lof,0.1,0.0001,True,100,50,0.2936,0.1262,0.1766,0.3401,0.4931,0.4026,0.3287,0.5089,0.3994,7.221577405929565,75.15754294395447,82.37912034988403,nu_0.1,
yeast,lof,0,0.0001,True,100,10,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.6279969215393,82.84122085571289,nu_0.5,
yeast,lof,0.01,0.0001,True,100,10,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.6279969215393,82.84122085571289,nu_0.5,
yeast,lof,0.05,0.0001,True,100,10,0.3340,0.9566,0.4952,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.6279969215393,82.84122085571289,nu_0.5,
yeast,lof,0.1,0.0001,True,100,10,0.3121,0.7929,0.4479,0.3283,0.7771,0.4616,0.3291,0.9231,0.4852,7.213223934173584,75.6279969215393,82.84122085571289,nu_0.5,
yeast,lof,0,0.0001,True,100,50,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.66204714775085,82.87527108192444,nu_0.5,
yeast,lof,0.01,0.0001,True,100,50,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.66204714775085,82.87527108192444,nu_0.5,
yeast,lof,0.05,0.0001,True,100,50,0.3340,0.9566,0.4952,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.213223934173584,75.66204714775085,82.87527108192444,nu_0.5,
yeast,lof,0.1,0.0001,True,100,50,0.3121,0.7929,0.4479,0.3283,0.7771,0.4616,0.3291,0.9231,0.4852,7.213223934173584,75.66204714775085,82.87527108192444,nu_0.5,
yeast,lof,0,0.0001,True,300,10,0.2623,0.3471,0.2988,0.3152,0.4339,0.3651,0.3018,0.5345,0.3858,7.560100793838501,128.05869674682617,135.61879754066467,nu_0.1,
yeast,lof,0.01,0.0001,True,300,10,0.2628,0.3432,0.2977,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.560100793838501,128.05869674682617,135.61879754066467,nu_0.1,
yeast,lof,0.05,0.0001,True,300,10,0.2669,0.3432,0.3003,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.560100793838501,128.05869674682617,135.61879754066467,nu_0.1,
yeast,lof,0.1,0.0001,True,300,10,0.2681,0.3432,0.3010,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.560100793838501,128.05869674682617,135.61879754066467,nu_0.1,
yeast,lof,0,0.0001,True,300,50,0.2623,0.3471,0.2988,0.3152,0.4339,0.3651,0.3018,0.5345,0.3858,7.560100793838501,127.9488160610199,135.5089168548584,nu_0.1,
yeast,lof,0.01,0.0001,True,300,50,0.2628,0.3432,0.2977,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.560100793838501,127.9488160610199,135.5089168548584,nu_0.1,
yeast,lof,0.05,0.0001,True,300,50,0.2669,0.3432,0.3003,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.560100793838501,127.9488160610199,135.5089168548584,nu_0.1,
yeast,lof,0.1,0.0001,True,300,50,0.2681,0.3432,0.3010,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.560100793838501,127.9488160610199,135.5089168548584,nu_0.1,
yeast,lof,0,0.0001,True,300,10,0.3365,0.9684,0.4995,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.2957878112793,136.6679503917694,nu_0.5,
yeast,lof,0.01,0.0001,True,300,10,0.3368,0.9684,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.2957878112793,136.6679503917694,nu_0.5,
yeast,lof,0.05,0.0001,True,300,10,0.3370,0.9665,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.2957878112793,136.6679503917694,nu_0.5,
yeast,lof,0.1,0.0001,True,300,10,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.2957878112793,136.6679503917694,nu_0.5,
yeast,lof,0,0.0001,True,300,50,0.3365,0.9684,0.4995,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.11063051223755,136.48279309272766,nu_0.5,
yeast,lof,0.01,0.0001,True,300,50,0.3368,0.9684,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.11063051223755,136.48279309272766,nu_0.5,
yeast,lof,0.05,0.0001,True,300,50,0.3370,0.9665,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.11063051223755,136.48279309272766,nu_0.5,
yeast,lof,0.1,0.0001,True,300,50,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.372162580490112,129.11063051223755,136.48279309272766,nu_0.5,
yeast,lof,0,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.902740001678467,14.292742490768433,nu_0.1,
yeast,lof,0.01,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.902740001678467,14.292742490768433,nu_0.1,
yeast,lof,0.05,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.902740001678467,14.292742490768433,nu_0.1,
yeast,lof,0.1,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.902740001678467,14.292742490768433,nu_0.1,
yeast,lof,0,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.093249559402466,13.483252048492432,nu_0.1,
yeast,lof,0.01,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.093249559402466,13.483252048492432,nu_0.1,
yeast,lof,0.05,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.093249559402466,13.483252048492432,nu_0.1,
yeast,lof,0.1,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.390002489089966,6.093249559402466,13.483252048492432,nu_0.1,
yeast,lof,0,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,6.102110385894775,13.471291780471802,nu_0.5,
yeast,lof,0.01,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,6.102110385894775,13.471291780471802,nu_0.5,
yeast,lof,0.05,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,6.102110385894775,13.471291780471802,nu_0.5,
yeast,lof,0.1,0.0001,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,6.102110385894775,13.471291780471802,nu_0.5,
yeast,lof,0,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,5.916192531585693,13.28537392616272,nu_0.5,
yeast,lof,0.01,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,5.916192531585693,13.28537392616272,nu_0.5,
yeast,lof,0.05,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,5.916192531585693,13.28537392616272,nu_0.5,
yeast,lof,0.1,0.0001,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.369181394577026,5.916192531585693,13.28537392616272,nu_0.5,
yeast,lof,0,0.01,True,50,10,0.2605,0.3294,0.2909,0.2882,0.3609,0.3205,0.2791,0.4734,0.3511,7.133050918579102,70.87442255020142,78.00747346878052,nu_0.1,
yeast,lof,0.01,0.01,True,50,10,0.2609,0.3294,0.2912,0.2882,0.3609,0.3205,0.2791,0.4734,0.3511,7.133050918579102,70.87442255020142,78.00747346878052,nu_0.1,
yeast,lof,0.05,0.01,True,50,10,0.2667,0.1105,0.1562,0.2882,0.3609,0.3205,0.2783,0.3688,0.3172,7.133050918579102,70.87442255020142,78.00747346878052,nu_0.1,
yeast,lof,0.1,0.01,True,50,10,0.4211,0.0158,0.0304,0.2882,0.3609,0.3205,0.2873,0.3609,0.3199,7.133050918579102,70.87442255020142,78.00747346878052,nu_0.1,
yeast,lof,0,0.01,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.133050918579102,58.06301760673523,65.19606852531433,nu_0.1,
yeast,lof,0.01,0.01,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.133050918579102,58.06301760673523,65.19606852531433,nu_0.1,
yeast,lof,0.05,0.01,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.133050918579102,58.06301760673523,65.19606852531433,nu_0.1,
yeast,lof,0.1,0.01,True,50,50,0.0000,0.0000,0.0000,0.2882,0.3609,0.3205,0.2882,0.3609,0.3205,7.133050918579102,58.06301760673523,65.19606852531433,nu_0.1,
yeast,lof,0,0.01,True,50,10,0.3377,0.9684,0.5008,0.2938,0.4398,0.3523,0.3370,0.9684,0.5000,7.081639766693115,71.19721961021423,78.27885937690735,nu_0.5,
yeast,lof,0.01,0.01,True,50,10,0.3377,0.9684,0.5008,0.2938,0.4398,0.3523,0.3370,0.9684,0.5000,7.081639766693115,71.19721961021423,78.27885937690735,nu_0.5,
yeast,lof,0.05,0.01,True,50,10,0.3200,0.8047,0.4579,0.2938,0.4398,0.3523,0.3203,0.8383,0.4635,7.081639766693115,71.19721961021423,78.27885937690735,nu_0.5,
yeast,lof,0.1,0.01,True,50,10,0.2885,0.3176,0.3023,0.2938,0.4398,0.3523,0.2969,0.5404,0.3832,7.081639766693115,71.19721961021423,78.27885937690735,nu_0.5,
yeast,lof,0,0.01,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.081639766693115,57.931864976882935,65.01350474357605,nu_0.5,
yeast,lof,0.01,0.01,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.081639766693115,57.931864976882935,65.01350474357605,nu_0.5,
yeast,lof,0.05,0.01,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.081639766693115,57.931864976882935,65.01350474357605,nu_0.5,
yeast,lof,0.1,0.01,True,50,50,0.0000,0.0000,0.0000,0.2938,0.4398,0.3523,0.2938,0.4398,0.3523,7.081639766693115,57.931864976882935,65.01350474357605,nu_0.5,
yeast,lof,0,0.01,True,100,10,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.274551868438721,75.81859564781189,83.09314751625061,nu_0.1,
yeast,lof,0.01,0.01,True,100,10,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.274551868438721,75.81859564781189,83.09314751625061,nu_0.1,
yeast,lof,0.05,0.01,True,100,10,0.2561,0.3097,0.2804,0.3401,0.4931,0.4026,0.3096,0.5661,0.4003,7.274551868438721,75.81859564781189,83.09314751625061,nu_0.1,
yeast,lof,0.1,0.01,True,100,10,0.2936,0.1262,0.1766,0.3401,0.4931,0.4026,0.3287,0.5089,0.3994,7.274551868438721,75.81859564781189,83.09314751625061,nu_0.1,
yeast,lof,0,0.01,True,100,50,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.274551868438721,75.48341298103333,82.75796484947205,nu_0.1,
yeast,lof,0.01,0.01,True,100,50,0.2563,0.3215,0.2852,0.3401,0.4931,0.4026,0.3106,0.5740,0.4030,7.274551868438721,75.48341298103333,82.75796484947205,nu_0.1,
yeast,lof,0.05,0.01,True,100,50,0.2561,0.3097,0.2804,0.3401,0.4931,0.4026,0.3096,0.5661,0.4003,7.274551868438721,75.48341298103333,82.75796484947205,nu_0.1,
yeast,lof,0.1,0.01,True,100,50,0.2936,0.1262,0.1766,0.3401,0.4931,0.4026,0.3287,0.5089,0.3994,7.274551868438721,75.48341298103333,82.75796484947205,nu_0.1,
yeast,lof,0,0.01,True,100,10,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.9407651424408,83.08294987678528,nu_0.5,
yeast,lof,0.01,0.01,True,100,10,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.9407651424408,83.08294987678528,nu_0.5,
yeast,lof,0.05,0.01,True,100,10,0.3340,0.9566,0.4952,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.9407651424408,83.08294987678528,nu_0.5,
yeast,lof,0.1,0.01,True,100,10,0.3121,0.7929,0.4479,0.3283,0.7771,0.4616,0.3291,0.9231,0.4852,7.142184734344482,75.9407651424408,83.08294987678528,nu_0.5,
yeast,lof,0,0.01,True,100,50,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.75203323364258,82.89421796798706,nu_0.5,
yeast,lof,0.01,0.01,True,100,50,0.3338,0.9566,0.4949,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.75203323364258,82.89421796798706,nu_0.5,
yeast,lof,0.05,0.01,True,100,50,0.3340,0.9566,0.4952,0.3283,0.7771,0.4616,0.3379,0.9803,0.5025,7.142184734344482,75.75203323364258,82.89421796798706,nu_0.5,
yeast,lof,0.1,0.01,True,100,50,0.3121,0.7929,0.4479,0.3283,0.7771,0.4616,0.3291,0.9231,0.4852,7.142184734344482,75.75203323364258,82.89421796798706,nu_0.5,
yeast,lof,0,0.01,True,300,10,0.2623,0.3471,0.2988,0.3152,0.4339,0.3651,0.3018,0.5345,0.3858,7.5673792362213135,128.03064250946045,135.59802174568176,nu_0.1,
yeast,lof,0.01,0.01,True,300,10,0.2628,0.3432,0.2977,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.5673792362213135,128.03064250946045,135.59802174568176,nu_0.1,
yeast,lof,0.05,0.01,True,300,10,0.2669,0.3432,0.3003,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.5673792362213135,128.03064250946045,135.59802174568176,nu_0.1,
yeast,lof,0.1,0.01,True,300,10,0.2681,0.3432,0.3010,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.5673792362213135,128.03064250946045,135.59802174568176,nu_0.1,
yeast,lof,0,0.01,True,300,50,0.2623,0.3471,0.2988,0.3152,0.4339,0.3651,0.3018,0.5345,0.3858,7.5673792362213135,128.54159283638,136.10897207260132,nu_0.1,
yeast,lof,0.01,0.01,True,300,50,0.2628,0.3432,0.2977,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.5673792362213135,128.54159283638,136.10897207260132,nu_0.1,
yeast,lof,0.05,0.01,True,300,50,0.2669,0.3432,0.3003,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.5673792362213135,128.54159283638,136.10897207260132,nu_0.1,
yeast,lof,0.1,0.01,True,300,50,0.2681,0.3432,0.3010,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.5673792362213135,128.54159283638,136.10897207260132,nu_0.1,
yeast,lof,0,0.01,True,300,10,0.3365,0.9684,0.4995,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,128.62514114379883,135.98372530937195,nu_0.5,
yeast,lof,0.01,0.01,True,300,10,0.3368,0.9684,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,128.62514114379883,135.98372530937195,nu_0.5,
yeast,lof,0.05,0.01,True,300,10,0.3370,0.9665,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,128.62514114379883,135.98372530937195,nu_0.5,
yeast,lof,0.1,0.01,True,300,10,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,128.62514114379883,135.98372530937195,nu_0.5,
yeast,lof,0,0.01,True,300,50,0.3365,0.9684,0.4995,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,129.05413913726807,136.4127233028412,nu_0.5,
yeast,lof,0.01,0.01,True,300,50,0.3368,0.9684,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,129.05413913726807,136.4127233028412,nu_0.5,
yeast,lof,0.05,0.01,True,300,50,0.3370,0.9665,0.4997,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,129.05413913726807,136.4127233028412,nu_0.5,
yeast,lof,0.1,0.01,True,300,50,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.35858416557312,129.05413913726807,136.4127233028412,nu_0.5,
yeast,lof,0,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,7.0086798667907715,14.33942985534668,nu_0.1,
yeast,lof,0.01,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,7.0086798667907715,14.33942985534668,nu_0.1,
yeast,lof,0.05,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,7.0086798667907715,14.33942985534668,nu_0.1,
yeast,lof,0.1,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,7.0086798667907715,14.33942985534668,nu_0.1,
yeast,lof,0,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,5.882220983505249,13.212970972061157,nu_0.1,
yeast,lof,0.01,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,5.882220983505249,13.212970972061157,nu_0.1,
yeast,lof,0.05,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,5.882220983505249,13.212970972061157,nu_0.1,
yeast,lof,0.1,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.330749988555908,5.882220983505249,13.212970972061157,nu_0.1,
yeast,lof,0,0.01,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.40664529800415,6.191972255706787,13.598617553710938,nu_0.5,
yeast,lof,0.01,0.01,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.40664529800415,6.191972255706787,13.598617553710938,nu_0.5,
yeast,lof,0.05,0.01,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.40664529800415,6.191972255706787,13.598617553710938,nu_0.5,
yeast,lof,0.1,0.01,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.40664529800415,6.191972255706787,13.598617553710938,nu_0.5,
yeast,lof,0,0.01,False,300,50,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.40664529800415,5.975078821182251,13.381724119186401,nu_0.5,
