dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
abalone,ocsvm,0.01,1.00E-06,TRUE,50,10,0.51,0.3426,0.409866291,0.4903,0.951,0.647,0.4924,0.9659,0.6523,3.650874853,3.232394934,6.883269787,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,50,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,3.232394934,6.883269787,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,50,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,3.232394934,6.883269787,nu_0.5
abalone,ocsvm,0,1.00E-06,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,1.795372725,5.446247578,nu_0.5
abalone,ocsvm,0.01,1.00E-06,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,1.795372725,5.446247578,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,1.795372725,5.446247578,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.650874853,1.795372725,5.446247578,nu_0.5
abalone,ocsvm,0,1.00E-06,TRUE,100,10,0.4026,0.161,0.230016324,0.5552,0.9092,0.6894,0.5428,0.9231,0.6836,0.777277946,3.411947012,4.189224958,nu_0.1
abalone,ocsvm,0.01,1.00E-06,TRUE,100,10,0.4991,0.1331,0.210155679,0.5552,0.9092,0.6894,0.5452,0.9222,0.6853,0.777277946,3.411947012,4.189224958,nu_0.1
abalone,ocsvm,0.05,1.00E-06,TRUE,100,10,1,0.0005,0.0009995,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.777277946,3.411947012,4.189224958,nu_0.1
abalone,ocsvm,0.1,1.00E-06,TRUE,100,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.777277946,3.411947012,4.189224958,nu_0.1
abalone,ocsvm,0,1.00E-06,TRUE,100,50,0.4026,0.161,0.230016324,0.5552,0.9092,0.6894,0.5428,0.9231,0.6836,0.777277946,3.195598841,3.972876787,nu_0.1
abalone,ocsvm,0.01,1.00E-06,TRUE,100,50,0.4991,0.1331,0.210155679,0.5552,0.9092,0.6894,0.5452,0.9222,0.6853,0.777277946,3.195598841,3.972876787,nu_0.1
abalone,ocsvm,0.05,1.00E-06,TRUE,100,50,1,0.0005,0.0009995,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.777277946,3.195598841,3.972876787,nu_0.1
abalone,ocsvm,0.1,1.00E-06,TRUE,100,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.777277946,3.195598841,3.972876787,nu_0.1
abalone,ocsvm,0,1.00E-06,TRUE,100,10,0.457,0.593,0.516192381,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.865872145,4.100729227,7.966601372,nu_0.5
abalone,ocsvm,0.01,1.00E-06,TRUE,100,10,0.4735,0.5363,0.502947217,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.865872145,4.100729227,7.966601372,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,100,10,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.865872145,4.100729227,7.966601372,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,100,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.865872145,4.100729227,7.966601372,nu_0.5
abalone,ocsvm,0,1.00E-06,TRUE,100,50,0.457,0.593,0.516192381,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.865872145,4.038264751,7.904136896,nu_0.5
abalone,ocsvm,0.01,1.00E-06,TRUE,100,50,0.4735,0.5363,0.502947217,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.865872145,4.038264751,7.904136896,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,100,50,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.865872145,4.038264751,7.904136896,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,100,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.865872145,4.038264751,7.904136896,nu_0.5
abalone,ocsvm,0,1.00E-06,TRUE,300,10,0.4029,0.2691,0.322679732,0.5552,0.9092,0.6894,0.5371,0.9327,0.6817,0.714640141,5.439648151,6.154288292,nu_0.1
abalone,ocsvm,0.01,1.00E-06,TRUE,300,10,0.4699,0.2359,0.314109974,0.5552,0.9092,0.6894,0.5398,0.9322,0.6837,0.714640141,5.439648151,6.154288292,nu_0.1
abalone,ocsvm,0.05,1.00E-06,TRUE,300,10,0.5508,0.0625,0.112261536,0.5552,0.9092,0.6894,0.5513,0.9169,0.6886,0.714640141,5.439648151,6.154288292,nu_0.1
abalone,ocsvm,0.1,1.00E-06,TRUE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.714640141,5.439648151,6.154288292,nu_0.1
abalone,ocsvm,0,1.00E-06,TRUE,300,50,0.4029,0.2691,0.322679732,0.5552,0.9092,0.6894,0.5371,0.9327,0.6817,0.714640141,5.581022978,6.295663118,nu_0.1
abalone,ocsvm,0.01,1.00E-06,TRUE,300,50,0.4699,0.2359,0.314109974,0.5552,0.9092,0.6894,0.5398,0.9322,0.6837,0.714640141,5.581022978,6.295663118,nu_0.1
abalone,ocsvm,0.05,1.00E-06,TRUE,300,50,0.5508,0.0625,0.112261536,0.5552,0.9092,0.6894,0.5513,0.9169,0.6886,0.714640141,5.581022978,6.295663118,nu_0.1
abalone,ocsvm,0.1,1.00E-06,TRUE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.714640141,5.581022978,6.295663118,nu_0.1
abalone,ocsvm,0,1.00E-06,TRUE,300,10,0.4763,0.8515,0.610889366,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.759920835,11.73412204,15.49404287,nu_0.5
abalone,ocsvm,0.01,1.00E-06,TRUE,300,10,0.4748,0.8361,0.605660661,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.759920835,11.73412204,15.49404287,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,300,10,0.5581,0.321,0.407576157,0.4903,0.951,0.647,0.4926,0.9649,0.6522,3.759920835,11.73412204,15.49404287,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,300,10,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.759920835,11.73412204,15.49404287,nu_0.5
abalone,ocsvm,0,1.00E-06,TRUE,300,50,0.4763,0.8515,0.610889366,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.759920835,11.87473822,15.63465905,nu_0.5
abalone,ocsvm,0.01,1.00E-06,TRUE,300,50,0.4748,0.8361,0.605660661,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.759920835,11.87473822,15.63465905,nu_0.5
abalone,ocsvm,0.05,1.00E-06,TRUE,300,50,0.5581,0.321,0.407576157,0.4903,0.951,0.647,0.4926,0.9649,0.6522,3.759920835,11.87473822,15.63465905,nu_0.5
abalone,ocsvm,0.1,1.00E-06,TRUE,300,50,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.759920835,11.87473822,15.63465905,nu_0.5
abalone,ocsvm,0,1.00E-06,FALSE,300,10,0.4451,0.1384,0.211145981,0.5552,0.9092,0.6894,0.5452,0.9246,0.6859,0.745308161,3.677643061,4.422951221,nu_0.1
abalone,ocsvm,0.01,1.00E-06,FALSE,300,10,0.5501,0.1081,0.180692221,0.5552,0.9092,0.6894,0.5487,0.9231,0.6883,0.745308161,3.677643061,4.422951221,nu_0.1
abalone,ocsvm,0.05,1.00E-06,FALSE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.745308161,3.677643061,4.422951221,nu_0.1
abalone,ocsvm,0.1,1.00E-06,FALSE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.745308161,3.677643061,4.422951221,nu_0.1
abalone,ocsvm,0,1.00E-06,FALSE,300,50,0.5634,0.0918,0.157875824,0.5552,0.9092,0.6894,0.5493,0.9212,0.6882,0.745308161,2.592285156,3.337593317,nu_0.1
abalone,ocsvm,0.01,1.00E-06,FALSE,300,50,0.5634,0.0918,0.157875824,0.5552,0.9092,0.6894,0.5493,0.9212,0.6882,0.745308161,2.592285156,3.337593317,nu_0.1
abalone,ocsvm,0.05,1.00E-06,FALSE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.745308161,2.592285156,3.337593317,nu_0.1
abalone,ocsvm,0.1,1.00E-06,FALSE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.745308161,2.592285156,3.337593317,nu_0.1
abalone,ocsvm,0,1.00E-06,FALSE,300,10,0.4931,0.495,0.494048173,0.4903,0.951,0.647,0.4937,0.9736,0.6552,3.720397234,3.406389952,7.126787186,nu_0.5
abalone,ocsvm,0.01,1.00E-06,FALSE,300,10,0.57,0.3912,0.463970037,0.4903,0.951,0.647,0.4938,0.9736,0.6553,3.720397234,3.406389952,7.126787186,nu_0.5
abalone,ocsvm,0.05,1.00E-06,FALSE,300,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.720397234,3.406389952,7.126787186,nu_0.5
abalone,ocsvm,0.1,1.00E-06,FALSE,300,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.720397234,3.406389952,7.126787186,nu_0.5
abalone,ocsvm,0,1.00E-06,FALSE,300,50,0.5778,0.3373,0.42594676,0.4903,0.951,0.647,0.4933,0.9688,0.6537,3.720397234,2.890043974,6.610441208,nu_0.5
abalone,ocsvm,0.01,1.00E-06,FALSE,300,50,0.5778,0.3373,0.42594676,0.4903,0.951,0.647,0.4933,0.9688,0.6537,3.720397234,2.890043974,6.610441208,nu_0.5
abalone,ocsvm,0.05,1.00E-06,FALSE,300,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.720397234,2.890043974,6.610441208,nu_0.5
abalone,ocsvm,0.1,1.00E-06,FALSE,300,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.720397234,2.890043974,6.610441208,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,50,10,0.3437,0.1278,0.186319661,0.5552,0.9092,0.6894,0.5445,0.9193,0.6839,0.728803873,3.102317095,3.831120968,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,50,10,0.4673,0.0961,0.159416152,0.5552,0.9092,0.6894,0.5474,0.9178,0.6858,0.728803873,3.102317095,3.831120968,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,50,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,3.102317095,3.831120968,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,50,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,3.102317095,3.831120968,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,1.722565889,2.451369762,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,1.722565889,2.451369762,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,1.722565889,2.451369762,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.728803873,1.722565889,2.451369762,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,50,10,0.4393,0.4229,0.430944027,0.4903,0.951,0.647,0.4922,0.9659,0.6521,3.703646898,3.395189047,7.098835945,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,50,10,0.51,0.3426,0.409866291,0.4903,0.951,0.647,0.4924,0.9659,0.6523,3.703646898,3.395189047,7.098835945,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,50,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,3.395189047,7.098835945,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,50,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,3.395189047,7.098835945,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,1.679661751,5.383308649,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,1.679661751,5.383308649,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,1.679661751,5.383308649,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.703646898,1.679661751,5.383308649,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,100,10,0.4026,0.161,0.230016324,0.5552,0.9092,0.6894,0.5428,0.9231,0.6836,0.715577126,3.422371149,4.137948275,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,100,10,0.4991,0.1331,0.210155679,0.5552,0.9092,0.6894,0.5452,0.9222,0.6853,0.715577126,3.422371149,4.137948275,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,100,10,1,0.0005,0.0009995,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.715577126,3.422371149,4.137948275,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,100,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.715577126,3.422371149,4.137948275,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,100,50,0.4026,0.161,0.230016324,0.5552,0.9092,0.6894,0.5428,0.9231,0.6836,0.715577126,3.319082975,4.034660101,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,100,50,0.4991,0.1331,0.210155679,0.5552,0.9092,0.6894,0.5452,0.9222,0.6853,0.715577126,3.319082975,4.034660101,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,100,50,1,0.0005,0.0009995,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.715577126,3.319082975,4.034660101,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,100,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.715577126,3.319082975,4.034660101,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,100,10,0.457,0.593,0.516192381,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.616065025,4.14767313,7.763738155,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,100,10,0.4735,0.5363,0.502947217,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.616065025,4.14767313,7.763738155,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,100,10,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.616065025,4.14767313,7.763738155,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,100,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.616065025,4.14767313,7.763738155,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,100,50,0.457,0.593,0.516192381,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.616065025,4.214972019,7.831037045,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,100,50,0.4735,0.5363,0.502947217,0.4903,0.951,0.647,0.4937,0.9755,0.6556,3.616065025,4.214972019,7.831037045,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,100,50,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.616065025,4.214972019,7.831037045,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,100,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.616065025,4.214972019,7.831037045,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,300,10,0.4029,0.2691,0.322679732,0.5552,0.9092,0.6894,0.5371,0.9327,0.6817,0.78805995,5.450485945,6.238545895,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,300,10,0.4699,0.2359,0.314109974,0.5552,0.9092,0.6894,0.5398,0.9322,0.6837,0.78805995,5.450485945,6.238545895,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,300,10,0.5508,0.0625,0.112261536,0.5552,0.9092,0.6894,0.5513,0.9169,0.6886,0.78805995,5.450485945,6.238545895,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.78805995,5.450485945,6.238545895,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,300,50,0.4029,0.2691,0.322679732,0.5552,0.9092,0.6894,0.5371,0.9327,0.6817,0.78805995,5.246186972,6.034246922,nu_0.1
abalone,ocsvm,0.01,0.0001,TRUE,300,50,0.4699,0.2359,0.314109974,0.5552,0.9092,0.6894,0.5398,0.9322,0.6837,0.78805995,5.246186972,6.034246922,nu_0.1
abalone,ocsvm,0.05,0.0001,TRUE,300,50,0.5508,0.0625,0.112261536,0.5552,0.9092,0.6894,0.5513,0.9169,0.6886,0.78805995,5.246186972,6.034246922,nu_0.1
abalone,ocsvm,0.1,0.0001,TRUE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.78805995,5.246186972,6.034246922,nu_0.1
abalone,ocsvm,0,0.0001,TRUE,300,10,0.4763,0.8515,0.610889366,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.76004982,11.86979198,15.6298418,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,300,10,0.4748,0.8361,0.605660661,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.76004982,11.86979198,15.6298418,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,300,10,0.5581,0.321,0.407576157,0.4903,0.951,0.647,0.4926,0.9649,0.6522,3.76004982,11.86979198,15.6298418,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,300,10,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.76004982,11.86979198,15.6298418,nu_0.5
abalone,ocsvm,0,0.0001,TRUE,300,50,0.4763,0.8515,0.610889366,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.76004982,11.70312905,15.46317887,nu_0.5
abalone,ocsvm,0.01,0.0001,TRUE,300,50,0.4748,0.8361,0.605660661,0.4903,0.951,0.647,0.4966,0.9923,0.6619,3.76004982,11.70312905,15.46317887,nu_0.5
abalone,ocsvm,0.05,0.0001,TRUE,300,50,0.5581,0.321,0.407576157,0.4903,0.951,0.647,0.4926,0.9649,0.6522,3.76004982,11.70312905,15.46317887,nu_0.5
abalone,ocsvm,0.1,0.0001,TRUE,300,50,1,0.0005,0.0009995,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.76004982,11.70312905,15.46317887,nu_0.5
abalone,ocsvm,0,0.0001,FALSE,300,10,0.4451,0.1384,0.211145981,0.5552,0.9092,0.6894,0.5452,0.9246,0.6859,0.709929943,3.585870981,4.295800924,nu_0.1
abalone,ocsvm,0.01,0.0001,FALSE,300,10,0.5501,0.1081,0.180692221,0.5552,0.9092,0.6894,0.5487,0.9231,0.6883,0.709929943,3.585870981,4.295800924,nu_0.1
abalone,ocsvm,0.05,0.0001,FALSE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.709929943,3.585870981,4.295800924,nu_0.1
abalone,ocsvm,0.1,0.0001,FALSE,300,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.709929943,3.585870981,4.295800924,nu_0.1
abalone,ocsvm,0,0.0001,FALSE,300,50,0.5634,0.0918,0.157875824,0.5552,0.9092,0.6894,0.5493,0.9212,0.6882,0.709929943,2.599090099,3.309020042,nu_0.1
abalone,ocsvm,0.01,0.0001,FALSE,300,50,0.5634,0.0918,0.157875824,0.5552,0.9092,0.6894,0.5493,0.9212,0.6882,0.709929943,2.599090099,3.309020042,nu_0.1
abalone,ocsvm,0.05,0.0001,FALSE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.709929943,2.599090099,3.309020042,nu_0.1
abalone,ocsvm,0.1,0.0001,FALSE,300,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.709929943,2.599090099,3.309020042,nu_0.1
abalone,ocsvm,0,0.0001,FALSE,300,10,0.4931,0.495,0.494048173,0.4903,0.951,0.647,0.4937,0.9736,0.6552,3.666987896,3.402169943,7.069157839,nu_0.5
abalone,ocsvm,0.01,0.0001,FALSE,300,10,0.57,0.3912,0.463970037,0.4903,0.951,0.647,0.4938,0.9736,0.6553,3.666987896,3.402169943,7.069157839,nu_0.5
abalone,ocsvm,0.05,0.0001,FALSE,300,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.666987896,3.402169943,7.069157839,nu_0.5
abalone,ocsvm,0.1,0.0001,FALSE,300,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.666987896,3.402169943,7.069157839,nu_0.5
abalone,ocsvm,0,0.0001,FALSE,300,50,0.5778,0.3373,0.42594676,0.4903,0.951,0.647,0.4933,0.9688,0.6537,3.666987896,2.880063057,6.547050953,nu_0.5
abalone,ocsvm,0.01,0.0001,FALSE,300,50,0.5778,0.3373,0.42594676,0.4903,0.951,0.647,0.4933,0.9688,0.6537,3.666987896,2.880063057,6.547050953,nu_0.5
abalone,ocsvm,0.05,0.0001,FALSE,300,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.666987896,2.880063057,6.547050953,nu_0.5
abalone,ocsvm,0.1,0.0001,FALSE,300,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.666987896,2.880063057,6.547050953,nu_0.5
abalone,ocsvm,0,0.01,TRUE,50,10,0.4942,0.9289,0.645158288,0.5552,0.9092,0.6894,0.5033,0.9928,0.6680,0.72730422,14.21197796,14.93928218,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,50,10,0.4926,0.5733,0.529895075,0.5552,0.9092,0.6894,0.527,0.9476,0.6773,0.72730422,14.21197796,14.93928218,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,50,10,0.66,0.0159,0.031051931,0.5552,0.9092,0.6894,0.5546,0.9106,0.6894,0.72730422,14.21197796,14.93928218,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,50,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.72730422,14.21197796,14.93928218,nu_0.1
abalone,ocsvm,0,0.01,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.72730422,11.11905193,11.84635615,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.72730422,11.11905193,11.84635615,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.72730422,11.11905193,11.84635615,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,50,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.72730422,11.11905193,11.84635615,nu_0.1
abalone,ocsvm,0,0.01,TRUE,50,10,0.505,0.9149,0.650784562,0.4903,0.951,0.647,0.4955,0.9865,0.6597,3.637479067,14.1604023,17.79788136,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,50,10,0.5188,0.741,0.610304493,0.4903,0.951,0.647,0.495,0.9726,0.6561,3.637479067,14.1604023,17.79788136,nu_0.5
abalone,ocsvm,0.05,0.01,TRUE,50,10,0.567,0.061,0.110149682,0.4903,0.951,0.647,0.4912,0.9553,0.6488,3.637479067,14.1604023,17.79788136,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,50,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.637479067,14.1604023,17.79788136,nu_0.5
abalone,ocsvm,0,0.01,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.637479067,10.92417502,14.56165409,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.637479067,10.92417502,14.56165409,nu_0.5
abalone,ocsvm,0.05,0.01,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.637479067,10.92417502,14.56165409,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,50,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.637479067,10.92417502,14.56165409,nu_0.5
abalone,ocsvm,0,0.01,TRUE,100,10,0.4696,0.6055,0.528960655,0.5552,0.9092,0.6894,0.5292,0.9505,0.6799,0.708629131,17.95417118,18.66280031,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,100,10,0.5559,0.468,0.50817697,0.5552,0.9092,0.6894,0.542,0.9366,0.6866,0.708629131,17.95417118,18.66280031,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,100,10,0.5476,0.0332,0.062604408,0.5552,0.9092,0.6894,0.5544,0.9116,0.6895,0.708629131,17.95417118,18.66280031,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,100,10,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.708629131,17.95417118,18.66280031,nu_0.1
abalone,ocsvm,0,0.01,TRUE,100,50,0.5267,0.5829,0.553376766,0.5552,0.9092,0.6894,0.5328,0.9481,0.6822,0.708629131,16.56298494,17.27161407,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,100,50,0.5665,0.4647,0.510575155,0.5552,0.9092,0.6894,0.5421,0.9366,0.6867,0.708629131,16.56298494,17.27161407,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,100,50,0.6355,0.0327,0.062199491,0.5552,0.9092,0.6894,0.5544,0.9116,0.6895,0.708629131,16.56298494,17.27161407,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,100,50,0,0,0,0.5552,0.9092,0.6894,0.5552,0.9092,0.6894,0.708629131,16.56298494,17.27161407,nu_0.1
abalone,ocsvm,0,0.01,TRUE,100,10,0.5045,0.9745,0.664821163,0.4903,0.951,0.647,0.4972,0.9957,0.6632,3.682487965,18.679842,22.36232996,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,100,10,0.5222,0.9318,0.669306685,0.4903,0.951,0.647,0.4962,0.9909,0.6613,3.682487965,18.679842,22.36232996,nu_0.5
abalone,ocsvm,0.05,0.01,TRUE,100,10,0.4761,0.2585,0.33507174,0.4903,0.951,0.647,0.492,0.9606,0.6507,3.682487965,18.679842,22.36232996,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,100,10,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.682487965,18.679842,22.36232996,nu_0.5
abalone,ocsvm,0,0.01,TRUE,100,50,0.508,0.9712,0.667076257,0.4903,0.951,0.647,0.4971,0.9952,0.6630,3.682487965,17.7609179,21.44340587,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,100,50,0.5221,0.9308,0.668966453,0.4903,0.951,0.647,0.4962,0.9909,0.6613,3.682487965,17.7609179,21.44340587,nu_0.5
