dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,lof,0,0.01,True,300,10,0.2541,0.3373,0.2898,0.3152,0.4339,0.3651,0.2962,0.5345,0.3812,7.479722738265991,71.15960335731506,78.63932609558105,nu_0.1,
yeast,lof,0.01,0.01,True,300,10,0.2628,0.3333,0.2939,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.479722738265991,71.15960335731506,78.63932609558105,nu_0.1,
yeast,lof,0.05,0.01,True,300,10,0.2649,0.3333,0.2952,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.479722738265991,71.15960335731506,78.63932609558105,nu_0.1,
yeast,lof,0.1,0.01,True,300,10,0.2649,0.3333,0.2952,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.479722738265991,71.15960335731506,78.63932609558105,nu_0.1,
yeast,lof,0,0.01,True,300,50,0.2623,0.3373,0.2951,0.3152,0.4339,0.3651,0.3018,0.5345,0.3858,7.479722738265991,63.2968635559082,70.7765862941742,nu_0.1,
yeast,lof,0.01,0.01,True,300,50,0.2628,0.3333,0.2939,0.3152,0.4339,0.3651,0.3028,0.5345,0.3866,7.479722738265991,63.2968635559082,70.7765862941742,nu_0.1,
yeast,lof,0.05,0.01,True,300,50,0.2649,0.3333,0.2952,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.479722738265991,63.2968635559082,70.7765862941742,nu_0.1,
yeast,lof,0.1,0.01,True,300,50,0.2649,0.3333,0.2952,0.3152,0.4339,0.3651,0.3042,0.5345,0.3877,7.479722738265991,63.2968635559082,70.7765862941742,nu_0.1,
yeast,lof,0,0.01,True,300,10,0.3370,0.9684,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.86705422401428,72.20019698143005,nu_0.5,
yeast,lof,0.01,0.01,True,300,10,0.3372,0.9684,0.5003,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.86705422401428,72.20019698143005,nu_0.5,
yeast,lof,0.05,0.01,True,300,10,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.86705422401428,72.20019698143005,nu_0.5,
yeast,lof,0.1,0.01,True,300,10,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.86705422401428,72.20019698143005,nu_0.5,
yeast,lof,0,0.01,True,300,50,0.3370,0.9684,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.04971623420715,71.38285899162292,nu_0.5,
yeast,lof,0.01,0.01,True,300,50,0.3372,0.9684,0.5003,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.04971623420715,71.38285899162292,nu_0.5,
yeast,lof,0.05,0.01,True,300,50,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.04971623420715,71.38285899162292,nu_0.5,
yeast,lof,0.1,0.01,True,300,50,0.3372,0.9665,0.5000,0.3388,0.9704,0.5023,0.3408,0.9941,0.5076,7.3331427574157715,64.04971623420715,71.38285899162292,nu_0.5,
yeast,lof,0,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,6.787678956985474,14.127910852432251,nu_0.1,
yeast,lof,0.01,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,6.787678956985474,14.127910852432251,nu_0.1,
yeast,lof,0.05,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,6.787678956985474,14.127910852432251,nu_0.1,
yeast,lof,0.1,0.01,False,300,10,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,6.787678956985474,14.127910852432251,nu_0.1,
yeast,lof,0,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,5.8379065990448,13.178138494491577,nu_0.1,
yeast,lof,0.01,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,5.8379065990448,13.178138494491577,nu_0.1,
yeast,lof,0.05,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,5.8379065990448,13.178138494491577,nu_0.1,
yeast,lof,0.1,0.01,False,300,50,0.0000,0.0000,0.0000,0.3152,0.4339,0.3651,0.3152,0.4339,0.3651,7.340231895446777,5.8379065990448,13.178138494491577,nu_0.1,
yeast,lof,0,0.01,False,300,10,0.0000,0.0000,0.0000,0.3388,0.9704,0.5023,0.3388,0.9704,0.5023,7.383410453796387,5.8620524406433105,13.245462894439697,nu_0.5,
